id,project_id,name,account_id,budget_line/obi_id,budget_line/budget_alloc
hwf_project_line_253,[Rays of Hope School] KM 42 Leaning Center,Transportation: Gasoline / Petrol,5123-42,HoG I,
hwf_project_line_254,[Rays of Hope School] KM 42 Leaning Center,Transportation: Insurance / Tax,5123-43,HoG I,
hwf_project_line_255,[Rays of Hope School] KM 42 Leaning Center,Transportation: Others,5123-44,HoG I,
hwf_project_line_256,[Rays of Hope School] KM 42 Leaning Center,Social activity: Cultural event,5123-45,HoG I,
hwf_project_line_257,[Rays of Hope School] KM 42 Leaning Center,Social activity: Special day /event,5123-46,HoG I,
hwf_project_line_258,[Rays of Hope School] KM 42 Leaning Center,Social activity: Sport event,5123-47,HoG I,
hwf_project_line_259,[Rays of Hope School] KM 42 Leaning Center,Social activity: Field Trip,5123-48,HoG I,
hwf_project_line_260,[Rays of Hope School] KM 42 Leaning Center,Social activity: Prize for sport & culture event,5123-49,HoG I,
hwf_project_line_261,[Rays of Hope School] KM 42 Leaning Center,Social activity: Others,5123-50,HoG I,
hwf_project_line_262,[Rays of Hope School] KM 42 Leaning Center,Food: Rice,5123-51,HoG I,
hwf_project_line_263,[Rays of Hope School] KM 42 Leaning Center,Food: Vegetable / Meat/ Fish/ Egg/ Fruit,5123-52,HoG I,
hwf_project_line_264,[Rays of Hope School] KM 42 Leaning Center,Food: Ingredients,5123-53,HoG I,
hwf_project_line_265,[Rays of Hope School] KM 42 Leaning Center,Food: Snack,5123-54,HoG I,
hwf_project_line_266,[Rays of Hope School] KM 42 Leaning Center,Food: Charcoal,5123-55,HoG I,
hwf_project_line_267,[Rays of Hope School] KM 42 Leaning Center,Food: Others,5123-56,HoG I,
hwf_project_line_268,[Rays of Hope School] KM 42 Leaning Center,Medical & Health care: First Aid Kit provided by HwF,5123-57,HoG I,
hwf_project_line_269,[Rays of Hope School] KM 42 Leaning Center,Medical & Health care: Medical supply,5123-58,HoG I,
hwf_project_line_270,[Rays of Hope School] KM 42 Leaning Center,Medical & Health care: Vitamin,5123-59,HoG I,
hwf_project_line_271,[Rays of Hope School] KM 42 Leaning Center,Medical & Health care: Milk,5123-60,HoG I,
hwf_project_line_272,[Rays of Hope School] KM 42 Leaning Center,Medical & Health care: Personal hygiene & Toiletries,5123-61,HoG I,15600
hwf_project_line_273,[Rays of Hope School] KM 42 Leaning Center,Medical & Health care: Health education / Training,5123-62,HoG I,
hwf_project_line_274,[Rays of Hope School] KM 42 Leaning Center,Medical & Health care: Others,5123-63,HoG I,
hwf_project_line_275,[Rays of Hope School] KM 42 Leaning Center,Capacity building: Teacher training/ workshop,5123-64,HoG I,
hwf_project_line_276,[Rays of Hope School] KM 42 Leaning Center,Capacity building: Teacher Meeting,5123-65,HoG I,
hwf_project_line_277,[Rays of Hope School] KM 42 Leaning Center,Capacity building: Parent visiting/ meeting,5123-66,HoG I,
hwf_project_line_278,[Rays of Hope School] KM 42 Leaning Center,Capacity building: Others,5123-67,HoG I,
hwf_project_line_279,[Rays of Hope School] KM 42 Leaning Center,Miscellaneous : Miscellaneous,5123-68,HoG I,
hwf_project_line_280,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Salary: Director,5124-01,CB,
hwf_project_line_281,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Salary: Head master,5124-02,CB,12000
hwf_project_line_282,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Salary: Senior Teacher,5124-03,CB,18900
hwf_project_line_283,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Salary: Junior Teacher,5124-04,CB,74400
hwf_project_line_284,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Salary: Specific teacher,5124-05,CB,12000
hwf_project_line_285,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Salary: Cook,5124-06,CB,9000
hwf_project_line_286,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Salary: Guard / Dormitory,5124-07,CB,
hwf_project_line_287,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Salary: Driver,5124-08,CB,
hwf_project_line_288,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Salary: Other Staff,5124-09,CB,
hwf_project_line_289,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Supplies & teaching resource: Stationery,5124-10,CB,1250
hwf_project_line_290,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Supplies & teaching resource: Textbook / Exercise book,5124-11,CB,
hwf_project_line_291,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Supplies & teaching resource: Craft / Art / Vocational training materials,5124-12,CB,
hwf_project_line_292,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Supplies & teaching resource: Sport supplies,5124-13,CB,127.5
hwf_project_line_293,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Supplies & teaching resource: Books for library,5124-14,CB,
hwf_project_line_294,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Supplies & teaching resource: Student uniform,5124-15,CB,35000
hwf_project_line_295,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Supplies & teaching resource: Teacher uniform,5124-16,CB,700
hwf_project_line_296,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Supplies & teaching resource: Teacher supplies,5124-17,CB,
hwf_project_line_297,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Supplies & teaching resource: Prize for outstanding student,5124-18,CB,1250
hwf_project_line_298,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Supplies & teaching resource: Others,5124-19,CB,
hwf_project_line_299,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Utilities: Sanitation,5124-20,CB,640
hwf_project_line_300,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Utilities: Electricity,5124-21,CB,6000
hwf_project_line_301,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Utilities: Drinking water,5124-22,CB,
hwf_project_line_302,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Utilities: Used water,5124-23,CB,1250
hwf_project_line_303,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Utilities: Telephone fee,5124-24,CB,
hwf_project_line_304,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Utilities: Internet fee,5124-25,CB,
hwf_project_line_305,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Utilities: Others,5124-26,CB,
hwf_project_line_306,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Facilities: House/ building / land Rent,5124-27,CB,1750
hwf_project_line_307,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Facilities: Maintenance and school improvement,5124-28,CB,1250
hwf_project_line_308,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Facilities: Construction,5124-29,CB,
hwf_project_line_309,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Facilities: Security & Emergency,5124-30,CB,
hwf_project_line_310,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Facilities: Others,5124-31,CB,
hwf_project_line_311,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Equipment & Furniture: School / Class room/ library equipment,5124-32,CB,
hwf_project_line_312,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Equipment & Furniture: School / Class room/ library furniture,5124-33,CB,
hwf_project_line_313,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),"Equipment & Furniture: Computer, Comunication & accessories",5124-34,CB,
hwf_project_line_314,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Equipment & Furniture: Equipment for vocational training,5124-35,CB,
hwf_project_line_315,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Equipment & Furniture: Sport equipment,5124-36,CB,
hwf_project_line_316,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Equipment & Furniture: Musical instrument & Technical devices,5124-37,CB,
hwf_project_line_317,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Equipment & Furniture: Kitchen & Eating equipment,5124-38,CB,
hwf_project_line_318,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Equipment & Furniture: Others,5124-39,CB,
hwf_project_line_319,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Transportation: Car / Bus / Truck rent,5124-40,CB,75000
hwf_project_line_320,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Transportation: Maintenance / repair,5124-41,CB,
hwf_project_line_321,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Transportation: Gasoline / Petrol,5124-42,CB,
hwf_project_line_322,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Transportation: Insurance / Tax,5124-43,CB,
hwf_project_line_323,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Transportation: Others,5124-44,CB,
hwf_project_line_324,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Social activity: Cultural event,5124-45,CB,
hwf_project_line_325,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Social activity: Special day /event,5124-46,CB,
hwf_project_line_326,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Social activity: Sport event,5124-47,CB,
hwf_project_line_327,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Social activity: Field Trip,5124-48,CB,
hwf_project_line_328,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Social activity: Prize for sport & culture event,5124-49,CB,
hwf_project_line_329,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Social activity: Others,5124-50,CB,
hwf_project_line_330,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Food: Rice,5124-51,CB,
hwf_project_line_331,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Food: Vegetable / Meat/ Fish/ Egg/ Fruit,5124-52,CB,
hwf_project_line_332,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Food: Ingredients,5124-53,CB,
hwf_project_line_333,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Food: Snack,5124-54,CB,
hwf_project_line_334,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Food: Charcoal,5124-55,CB,
hwf_project_line_335,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Food: Others,5124-56,CB,
hwf_project_line_336,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Medical & Health care: First Aid Kit provided by HwF,5124-57,CB,
hwf_project_line_337,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Medical & Health care: Medical supply,5124-58,CB,
hwf_project_line_338,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Medical & Health care: Vitamin,5124-59,CB,
hwf_project_line_339,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Medical & Health care: Milk,5124-60,CB,
hwf_project_line_340,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Medical & Health care: Personal hygiene & Toiletries,5124-61,CB,5200
hwf_project_line_341,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Medical & Health care: Health education / Training,5124-62,CB,
hwf_project_line_342,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Medical & Health care: Others,5124-63,CB,
hwf_project_line_343,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Capacity building: Teacher training/ workshop,5124-64,CB,
hwf_project_line_344,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Capacity building: Teacher Meeting,5124-65,CB,
hwf_project_line_345,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Capacity building: Parent visiting/ meeting,5124-66,CB,
hwf_project_line_346,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Capacity building: Others,5124-67,CB,
hwf_project_line_347,[Rays of Hope School] KM 42 Leaning Center (other donors 25 %),Miscellaneous : Miscellaneous,5124-68,CB,
hwf_project_line_348,[Rays of Hope School] New Day Leaning Center,Salary: Director,5125-01,HoG I,49800
hwf_project_line_349,[Rays of Hope School] New Day Leaning Center,Salary: Head master,5125-02,HoG I,48000
hwf_project_line_350,[Rays of Hope School] New Day Leaning Center,Salary: Senior Teacher,5125-03,HoG I,160800
hwf_project_line_351,[Rays of Hope School] New Day Leaning Center,Salary: Junior Teacher,5125-04,HoG I,252000
hwf_project_line_352,[Rays of Hope School] New Day Leaning Center,Salary: Specific teacher,5125-05,HoG I,48000
hwf_project_line_353,[Rays of Hope School] New Day Leaning Center,Salary: Cook,5125-06,HoG I,
hwf_project_line_354,[Rays of Hope School] New Day Leaning Center,Salary: Guard / Dormitory,5125-07,HoG I,
hwf_project_line_355,[Rays of Hope School] New Day Leaning Center,Salary: Driver,5125-08,HoG I,
hwf_project_line_356,[Rays of Hope School] New Day Leaning Center,Salary: Other Staff,5125-09,HoG I,
hwf_project_line_357,[Rays of Hope School] New Day Leaning Center,Supplies & teaching resource: Stationery,5125-10,HoG I,5000
hwf_project_line_358,[Rays of Hope School] New Day Leaning Center,Supplies & teaching resource: Textbook / Exercise book,5125-11,HoG I,
hwf_project_line_359,[Rays of Hope School] New Day Leaning Center,Supplies & teaching resource: Craft / Art / Vocational training materials,5125-12,HoG I,
hwf_project_line_360,[Rays of Hope School] New Day Leaning Center,Supplies & teaching resource: Sport supplies,5125-13,HoG I,2525
hwf_project_line_361,[Rays of Hope School] New Day Leaning Center,Supplies & teaching resource: Books for library,5125-14,HoG I,
hwf_project_line_362,[Rays of Hope School] New Day Leaning Center,Supplies & teaching resource: Student uniform,5125-15,HoG I,
hwf_project_line_363,[Rays of Hope School] New Day Leaning Center,Supplies & teaching resource: Teacher uniform,5125-16,HoG I,
hwf_project_line_364,[Rays of Hope School] New Day Leaning Center,Supplies & teaching resource: Teacher supplies,5125-17,HoG I,
hwf_project_line_365,[Rays of Hope School] New Day Leaning Center,Supplies & teaching resource: Prize for outstanding student,5125-18,HoG I,3000
hwf_project_line_366,[Rays of Hope School] New Day Leaning Center,Supplies & teaching resource: Others,5125-19,HoG I,
hwf_project_line_367,[Rays of Hope School] New Day Leaning Center,Utilities: Sanitation,5125-20,HoG I,2560
hwf_project_line_368,[Rays of Hope School] New Day Leaning Center,Utilities: Electricity,5125-21,HoG I,36000
hwf_project_line_369,[Rays of Hope School] New Day Leaning Center,Utilities: Drinking water,5125-22,HoG I,
hwf_project_line_370,[Rays of Hope School] New Day Leaning Center,Utilities: Used water,5125-23,HoG I,36000
hwf_project_line_371,[Rays of Hope School] New Day Leaning Center,Utilities: Telephone fee,5125-24,HoG I,
hwf_project_line_372,[Rays of Hope School] New Day Leaning Center,Utilities: Internet fee,5125-25,HoG I,
hwf_project_line_373,[Rays of Hope School] New Day Leaning Center,Utilities: Others,5125-26,HoG I,
hwf_project_line_374,[Rays of Hope School] New Day Leaning Center,Facilities: House/ building / land Rent,5125-27,HoG I,51000
hwf_project_line_375,[Rays of Hope School] New Day Leaning Center,Facilities: Maintenance and school improvement,5125-28,HoG I,7500
hwf_project_line_376,[Rays of Hope School] New Day Leaning Center,Facilities: Construction,5125-29,HoG I,
hwf_project_line_377,[Rays of Hope School] New Day Leaning Center,Facilities: Security & Emergency,5125-30,HoG I,
hwf_project_line_378,[Rays of Hope School] New Day Leaning Center,Facilities: Others,5125-31,HoG I,
hwf_project_line_379,[Rays of Hope School] New Day Leaning Center,Equipment & Furniture: School / Class room/ library equipment,5125-32,HoG I,
hwf_project_line_380,[Rays of Hope School] New Day Leaning Center,Equipment & Furniture: School / Class room/ library furniture,5125-33,HoG I,
hwf_project_line_381,[Rays of Hope School] New Day Leaning Center,"Equipment & Furniture: Computer, Comunication & accessories",5125-34,HoG I,
hwf_project_line_382,[Rays of Hope School] New Day Leaning Center,Equipment & Furniture: Equipment for vocational training,5125-35,HoG I,
hwf_project_line_383,[Rays of Hope School] New Day Leaning Center,Equipment & Furniture: Sport equipment,5125-36,HoG I,
hwf_project_line_384,[Rays of Hope School] New Day Leaning Center,Equipment & Furniture: Musical instrument & Technical devices,5125-37,HoG I,
hwf_project_line_385,[Rays of Hope School] New Day Leaning Center,Equipment & Furniture: Kitchen & Eating equipment,5125-38,HoG I,
hwf_project_line_386,[Rays of Hope School] New Day Leaning Center,Equipment & Furniture: Others,5125-39,HoG I,
hwf_project_line_387,[Rays of Hope School] New Day Leaning Center,Transportation: Car / Bus / Truck rent,5125-40,HoG I,250000
hwf_project_line_388,[Rays of Hope School] New Day Leaning Center,Transportation: Maintenance / repair,5125-41,HoG I,
hwf_project_line_389,[Rays of Hope School] New Day Leaning Center,Transportation: Gasoline / Petrol,5125-42,HoG I,
hwf_project_line_390,[Rays of Hope School] New Day Leaning Center,Transportation: Insurance / Tax,5125-43,HoG I,
hwf_project_line_391,[Rays of Hope School] New Day Leaning Center,Transportation: Others,5125-44,HoG I,
hwf_project_line_392,[Rays of Hope School] New Day Leaning Center,Social activity: Cultural event,5125-45,HoG I,
hwf_project_line_393,[Rays of Hope School] New Day Leaning Center,Social activity: Special day /event,5125-46,HoG I,
hwf_project_line_394,[Rays of Hope School] New Day Leaning Center,Social activity: Sport event,5125-47,HoG I,
hwf_project_line_395,[Rays of Hope School] New Day Leaning Center,Social activity: Field Trip,5125-48,HoG I,
hwf_project_line_396,[Rays of Hope School] New Day Leaning Center,Social activity: Prize for sport & culture event,5125-49,HoG I,
hwf_project_line_397,[Rays of Hope School] New Day Leaning Center,Social activity: Others,5125-50,HoG I,
hwf_project_line_398,[Rays of Hope School] New Day Leaning Center,Food: Rice,5125-51,HoG I,
hwf_project_line_399,[Rays of Hope School] New Day Leaning Center,Food: Vegetable / Meat/ Fish/ Egg/ Fruit,5125-52,HoG I,
hwf_project_line_400,[Rays of Hope School] New Day Leaning Center,Food: Ingredients,5125-53,HoG I,
hwf_project_line_401,[Rays of Hope School] New Day Leaning Center,Food: Snack,5125-54,HoG I,
hwf_project_line_402,[Rays of Hope School] New Day Leaning Center,Food: Charcoal,5125-55,HoG I,
hwf_project_line_403,[Rays of Hope School] New Day Leaning Center,Food: Others,5125-56,HoG I,
hwf_project_line_404,[Rays of Hope School] New Day Leaning Center,Medical & Health care: First Aid Kit provided by HwF,5125-57,HoG I,
hwf_project_line_405,[Rays of Hope School] New Day Leaning Center,Medical & Health care: Medical supply,5125-58,HoG I,
hwf_project_line_406,[Rays of Hope School] New Day Leaning Center,Medical & Health care: Vitamin,5125-59,HoG I,
hwf_project_line_407,[Rays of Hope School] New Day Leaning Center,Medical & Health care: Milk,5125-60,HoG I,
hwf_project_line_408,[Rays of Hope School] New Day Leaning Center,Medical & Health care: Personal hygiene & Toiletries,5125-61,HoG I,14240
hwf_project_line_409,[Rays of Hope School] New Day Leaning Center,Medical & Health care: Health education / Training,5125-62,HoG I,
hwf_project_line_410,[Rays of Hope School] New Day Leaning Center,Medical & Health care: Others,5125-63,HoG I,
hwf_project_line_411,[Rays of Hope School] New Day Leaning Center,Capacity building: Teacher training/ workshop,5125-64,HoG I,
hwf_project_line_412,[Rays of Hope School] New Day Leaning Center,Capacity building: Teacher Meeting,5125-65,HoG I,
hwf_project_line_413,[Rays of Hope School] New Day Leaning Center,Capacity building: Parent visiting/ meeting,5125-66,HoG I,
hwf_project_line_414,[Rays of Hope School] New Day Leaning Center,Capacity building: Others,5125-67,HoG I,
hwf_project_line_415,[Rays of Hope School] New Day Leaning Center,Miscellaneous : Miscellaneous,5125-68,HoG I,
hwf_project_line_416,[Rays of Hope School] New Day Leaning Center,New Day (other donor),5125-69,HoG I,
hwf_project_line_417,[Rays of Hope School] Paramii Leaning Center,Salary: Director,5126-01,HoG I,60000
hwf_project_line_418,[Rays of Hope School] Paramii Leaning Center,Salary: Head master,5126-02,HoG I,59400
hwf_project_line_419,[Rays of Hope School] Paramii Leaning Center,Salary: Senior Teacher,5126-03,HoG I,53400
hwf_project_line_420,[Rays of Hope School] Paramii Leaning Center,Salary: Junior Teacher,5126-04,HoG I,612000
hwf_project_line_421,[Rays of Hope School] Paramii Leaning Center,Salary: Specific teacher,5126-05,HoG I,203000
hwf_project_line_422,[Rays of Hope School] Paramii Leaning Center,Salary: Cook,5126-06,HoG I,
hwf_project_line_423,[Rays of Hope School] Paramii Leaning Center,Salary: Guard / Dormitory,5126-07,HoG I,
hwf_project_line_424,[Rays of Hope School] Paramii Leaning Center,Salary: Driver,5126-08,HoG I,
hwf_project_line_425,[Rays of Hope School] Paramii Leaning Center,Salary: Other Staff,5126-09,HoG I,
hwf_project_line_426,[Rays of Hope School] Paramii Leaning Center,Supplies & teaching resource: Stationery,5126-10,HoG I,10000
hwf_project_line_427,[Rays of Hope School] Paramii Leaning Center,Supplies & teaching resource: Textbook / Exercise book,5126-11,HoG I,
hwf_project_line_428,[Rays of Hope School] Paramii Leaning Center,Supplies & teaching resource: Craft / Art / Vocational training materials,5126-12,HoG I,
hwf_project_line_429,[Rays of Hope School] Paramii Leaning Center,Supplies & teaching resource: Sport supplies,5126-13,HoG I,2825
hwf_project_line_430,[Rays of Hope School] Paramii Leaning Center,Supplies & teaching resource: Books for library,5126-14,HoG I,
hwf_project_line_431,[Rays of Hope School] Paramii Leaning Center,Supplies & teaching resource: Student uniform,5126-15,HoG I,
hwf_project_line_432,[Rays of Hope School] Paramii Leaning Center,Supplies & teaching resource: Teacher uniform,5126-16,HoG I,
hwf_project_line_433,[Rays of Hope School] Paramii Leaning Center,Supplies & teaching resource: Teacher supplies,5126-17,HoG I,
hwf_project_line_434,[Rays of Hope School] Paramii Leaning Center,Supplies & teaching resource: Prize for outstanding student,5126-18,HoG I,5000
hwf_project_line_435,[Rays of Hope School] Paramii Leaning Center,Supplies & teaching resource: Others,5126-19,HoG I,
hwf_project_line_436,[Rays of Hope School] Paramii Leaning Center,Utilities: Sanitation,5126-20,HoG I,2560
hwf_project_line_437,[Rays of Hope School] Paramii Leaning Center,Utilities: Electricity,5126-21,HoG I,36000
hwf_project_line_438,[Rays of Hope School] Paramii Leaning Center,Utilities: Drinking water,5126-22,HoG I,
hwf_project_line_439,[Rays of Hope School] Paramii Leaning Center,Utilities: Used water,5126-23,HoG I,36000
hwf_project_line_440,[Rays of Hope School] Paramii Leaning Center,Utilities: Telephone fee,5126-24,HoG I,
hwf_project_line_441,[Rays of Hope School] Paramii Leaning Center,Utilities: Internet fee,5126-25,HoG I,7572
hwf_project_line_442,[Rays of Hope School] Paramii Leaning Center,Utilities: Others,5126-26,HoG I,3600
hwf_project_line_443,[Rays of Hope School] Paramii Leaning Center,Facilities: House/ building / land Rent,5126-27,HoG I,45000
hwf_project_line_444,[Rays of Hope School] Paramii Leaning Center,Facilities: Maintenance and school improvement,5126-28,HoG I,7500
hwf_project_line_445,[Rays of Hope School] Paramii Leaning Center,Facilities: Construction,5126-29,HoG I,
hwf_project_line_446,[Rays of Hope School] Paramii Leaning Center,Facilities: Security & Emergency,5126-30,HoG I,
hwf_project_line_447,[Rays of Hope School] Paramii Leaning Center,Facilities: Others,5126-31,HoG I,
hwf_project_line_448,[Rays of Hope School] Paramii Leaning Center,Equipment & Furniture: School / Class room/ library equipment,5126-32,HoG I,
hwf_project_line_449,[Rays of Hope School] Paramii Leaning Center,Equipment & Furniture: School / Class room/ library furniture,5126-33,HoG I,
hwf_project_line_450,[Rays of Hope School] Paramii Leaning Center,"Equipment & Furniture: Computer, Comunication & accessories",5126-34,HoG I,
hwf_project_line_451,[Rays of Hope School] Paramii Leaning Center,Equipment & Furniture: Equipment for vocational training,5126-35,HoG I,
hwf_project_line_452,[Rays of Hope School] Paramii Leaning Center,Equipment & Furniture: Sport equipment,5126-36,HoG I,
hwf_project_line_453,[Rays of Hope School] Paramii Leaning Center,Equipment & Furniture: Musical instrument & Technical devices,5126-37,HoG I,
hwf_project_line_454,[Rays of Hope School] Paramii Leaning Center,Equipment & Furniture: Kitchen & Eating equipment,5126-38,HoG I,
hwf_project_line_455,[Rays of Hope School] Paramii Leaning Center,Equipment & Furniture: Others,5126-39,HoG I,
hwf_project_line_456,[Rays of Hope School] Paramii Leaning Center,Transportation: Car / Bus / Truck rent,5126-40,HoG I,250000
hwf_project_line_457,[Rays of Hope School] Paramii Leaning Center,Transportation: Maintenance / repair,5126-41,HoG I,
hwf_project_line_458,[Rays of Hope School] Paramii Leaning Center,Transportation: Gasoline / Petrol,5126-42,HoG I,
hwf_project_line_459,[Rays of Hope School] Paramii Leaning Center,Transportation: Insurance / Tax,5126-43,HoG I,
hwf_project_line_460,[Rays of Hope School] Paramii Leaning Center,Transportation: Others,5126-44,HoG I,
hwf_project_line_461,[Rays of Hope School] Paramii Leaning Center,Social activity: Cultural event,5126-45,HoG I,
hwf_project_line_462,[Rays of Hope School] Paramii Leaning Center,Social activity: Special day /event,5126-46,HoG I,
hwf_project_line_463,[Rays of Hope School] Paramii Leaning Center,Social activity: Sport event,5126-47,HoG I,
hwf_project_line_464,[Rays of Hope School] Paramii Leaning Center,Social activity: Field Trip,5126-48,HoG I,
hwf_project_line_465,[Rays of Hope School] Paramii Leaning Center,Social activity: Prize for sport & culture event,5126-49,HoG I,
hwf_project_line_466,[Rays of Hope School] Paramii Leaning Center,Social activity: Others,5126-50,HoG I,
hwf_project_line_467,[Rays of Hope School] Paramii Leaning Center,Food: Rice,5126-51,HoG I,
hwf_project_line_468,[Rays of Hope School] Paramii Leaning Center,Food: Vegetable / Meat/ Fish/ Egg/ Fruit,5126-52,HoG I,
hwf_project_line_469,[Rays of Hope School] Paramii Leaning Center,Food: Ingredients,5126-53,HoG I,
hwf_project_line_470,[Rays of Hope School] Paramii Leaning Center,Food: Snack,5126-54,HoG I,
hwf_project_line_471,[Rays of Hope School] Paramii Leaning Center,Food: Charcoal,5126-55,HoG I,
hwf_project_line_472,[Rays of Hope School] Paramii Leaning Center,Food: Others,5126-56,HoG I,
hwf_project_line_473,[Rays of Hope School] Paramii Leaning Center,Medical & Health care: First Aid Kit provided by HwF,5126-57,HoG I,
hwf_project_line_474,[Rays of Hope School] Paramii Leaning Center,Medical & Health care: Medical supply,5126-58,HoG I,
hwf_project_line_475,[Rays of Hope School] Paramii Leaning Center,Medical & Health care: Vitamin,5126-59,HoG I,
hwf_project_line_476,[Rays of Hope School] Paramii Leaning Center,Medical & Health care: Milk,5126-60,HoG I,
hwf_project_line_477,[Rays of Hope School] Paramii Leaning Center,Medical & Health care: Personal hygiene & Toiletries,5126-61,HoG I,17800
hwf_project_line_478,[Rays of Hope School] Paramii Leaning Center,Medical & Health care: Health education / Training,5126-62,HoG I,
hwf_project_line_479,[Rays of Hope School] Paramii Leaning Center,Medical & Health care: Others,5126-63,HoG I,
hwf_project_line_480,[Rays of Hope School] Paramii Leaning Center,Capacity building: Teacher training/ workshop,5126-64,HoG I,
hwf_project_line_481,[Rays of Hope School] Paramii Leaning Center,Capacity building: Teacher Meeting,5126-65,HoG I,
hwf_project_line_482,[Rays of Hope School] Paramii Leaning Center,Capacity building: Parent visiting/ meeting,5126-66,HoG I,
hwf_project_line_483,[Rays of Hope School] Paramii Leaning Center,Capacity building: Others,5126-67,HoG I,
hwf_project_line_484,[Rays of Hope School] Paramii Leaning Center,Miscellaneous : Miscellaneous,5126-68,HoG I,
hwf_project_line_485,[Rays of Hope School] Paramii Leaning Center,Paramii (other donor)- ศูนย์การเรียน PRM (other donor),5126-69,HoG I,
hwf_project_line_486,[Rays of Hope School] Ah Yon Oo Leaning Center,Salary: Director,5127-01,HoG I,
hwf_project_line_487,[Rays of Hope School] Ah Yon Oo Leaning Center,Salary: Head master,5127-02,HoG I,48000
hwf_project_line_488,[Rays of Hope School] Ah Yon Oo Leaning Center,Salary: Senior Teacher,5127-03,HoG I,39600
hwf_project_line_489,[Rays of Hope School] Ah Yon Oo Leaning Center,Salary: Junior Teacher,5127-04,HoG I,144000
hwf_project_line_490,[Rays of Hope School] Ah Yon Oo Leaning Center,Salary: Specific teacher,5127-05,HoG I,48000
hwf_project_line_491,[Rays of Hope School] Ah Yon Oo Leaning Center,Salary: Cook,5127-06,HoG I,
